sample_id,iteration,seed,Percentage of cleaned cells
1,6,224460141479002385745371186101114836941,0.002339728591483388
1,7,88196638151324723651344144347198951481,0.0
1,8,126160672628531656300575881762970346808,0.0
1,9,101657047759549456222965635037272891806,0.003275620028076743
1,10,46484970178283010586136631724020368756,0.0009358914365933552
1,11,34979256985205062261599002307549373388,0.0009358914365933552
1,12,312108312867169841262694714043498429344,0.0
1,13,106682583172422442255150879582177137797,0.0009358914365933552
1,14,184258906907073236775617429341627544026,0.0009358914365933552
1,15,221501908028411942824581729550643326648,0.0004679457182966776
1,16,21470645629818482615072072547918568660,0.003275620028076743
1,17,127820091830956101336766732401342797446,0.0004679457182966776
1,18,253526075670597947901870299953689414688,0.0
1,19,121437999959667901392760989269515706448,0.0004679457182966776
1,20,200561742150778333786318956123320995283,0.0028076743097800653
1,21,92976232506456627491598433133102894183,0.0
1,22,173160352208403316130929679146551750907,0.0
1,23,327255497112769441118571410281270377317,0.0014038371548900327
1,24,103867431644334096101846933997452487520,0.003743565746373421
1,25,111363476031892328116342868400108314354,0.002339728591483388
1,26,161102877247808644465016279844582121896,0.002339728591483388
1,27,58387861186288435347065065676855656812,0.0
1,28,103017564897397324761057849118159757357,0.0
1,29,36137883951323791550858793812381187363,0.002339728591483388
1,30,31980414090728911765009285728619851894,0.0
1,31,75706716762496097102831226491428315253,0.0
1,32,98636358062786335262333498536551231933,0.0
1,33,317607047396956595311481717521788182703,0.0004679457182966776
1,34,140001180291009113331898657488634461244,0.0
1,35,32586406143888491005275016602374238826,0.0009358914365933552
1,36,272320469684931159865594681148199623301,0.0
1,37,162710244132060455224140306289564940751,0.0
1,38,243394593925745090611753721979853815221,0.0
1,39,228642199971845071263303057004399730432,0.0
2,0,136266265576647438606217483849694550053,0.0008791208791208791
2,1,54289927581959016516543119282742989993,0.0008791208791208791
2,2,196403560782799310065427349440629603740,0.00043956043956043956
2,3,141473066238582285118882651204576165893,0.0008791208791208791
2,4,152037049718143548371288221024207444483,0.0017582417582417582
2,5,154996092761961052870988991530349719525,0.00043956043956043956
2,6,26594436075192621850444467337167616226,0.00043956043956043956
2,7,8332026319405885428939851130339593073,0.0
2,8,233706907950011273126207765264072336251,0.0008791208791208791
2,9,99235357286233829503961886431391226078,0.0008791208791208791
2,10,1173710271680720821756656486012802673,0.00043956043956043956
2,11,275112702532239951017796280554334074053,0.00043956043956043956
2,12,94266401152006058949418668190956138316,0.0
2,13,160963741793999449082504294533480154371,0.00043956043956043956
2,14,142158146893667755373498013579614035680,0.0008791208791208791
2,15,303683171717615730941603467119754782559,0.00043956043956043956
2,16,256785529870730665627474231139660408060,0.007032967032967033
2,17,163624560179507671769004161596421917510,0.00043956043956043956
2,18,30574448281920532316502603018884630116,0.0017582417582417582
2,19,87004272812341200329618185500157099056,0.00043956043956043956
2,20,133349355054645044620364189102002320745,0.00043956043956043956
2,21,231631503789049662989740989980543895737,0.002197802197802198
2,22,141853713957200113428485205680791378272,0.0013186813186813187
2,23,97324950498313349934162436986169034111,0.00043956043956043956
2,24,282259607820214331364777522733449836163,0.0017582417582417582
2,25,44323603501858936659968837157920785088,0.00043956043956043956
2,26,339092968960388684458511445558317933295,0.0013186813186813187
2,27,322837722698660056882053391091670048345,0.0008791208791208791
2,28,65620257641114411363956640503621574720,0.0
2,29,336696082870310785737689882620912989357,0.0
2,30,176506831184565364197697541168445196407,0.0008791208791208791
2,31,103928118878054726604364996716974203721,0.0
2,32,253688816717913291580163472926651356831,0.0
2,33,321440223182157947593635919331797259591,0.0
2,34,1183160168001383032481360360217425003,0.002197802197802198
2,35,302673382271634732414820157071180764856,0.0013186813186813187
2,36,327935368903265594745827699554732139141,0.0008791208791208791
2,37,123223704559238710366926814672519014094,0.0026373626373626374
2,38,122692406599500749254299844424816115896,0.0
2,39,288981120836126496747175324095066381967,0.002197802197802198
3,0,273085629150501747059087522739096017665,0.005387484459179445
3,1,205598708875327980174782609890385496254,0.0012432656444260257
3,2,228267664312835942559321622511387014987,0.004973062577704103
3,3,74672151238606895938694704584496380153,0.0
3,4,45975573228210198763033953503190872629,0.0024865312888520514
3,5,106070208186999547517334557011629913119,0.0012432656444260257
3,6,286932817799107422589145763482852189184,0.003315375051802735
3,7,284401354075659123584716005146863110769,0.0020721094073767096
3,8,255544908364852719477277864467302786952,0.00663075010360547
3,9,9419861916679515896116532463653455903,0.0004144218814753419
3,10,214521761621164846602060779605436711655,0.0004144218814753419
3,11,220297856633162306356675639569466449977,0.0008288437629506838
3,12,122183831291120912650257960394567323754,0.0016576875259013675
3,13,323415324331885400900893732826397417659,0.0
3,14,138491686947415238715926714917694424574,0.010360547036883548
3,15,139377386195603783433694776259128707750,0.0
3,16,237394132495508582473425560954347829031,0.0004144218814753419
3,17,195775846393791347034466407361758456682,0.0004144218814753419
3,18,279914508696943283929672047098270970931,0.0012432656444260257
3,19,150763059369499862993728303935869987768,0.00663075010360547
3,20,105131431335639980301386824289196950383,0.0
3,21,302733443780975255747942862751087291290,0.0012432656444260257
3,22,116182655902763339697945271807978671047,0.0004144218814753419
3,23,183548732151643600999333816944982631710,0.0
3,24,217897108901556863723172795627551622144,0.0004144218814753419
3,25,84881870575854920611265666651256393087,0.0008288437629506838
3,26,120966553926421577830613798322068673790,0.0
3,27,215697308991149043590730268898659410201,0.0
3,28,240740096723562186066622088476713594993,0.0
3,29,298084683495394626202637605236526670289,0.0
3,30,234550768945574223953697863106278233896,0.0004144218814753419
3,31,33460978866215288369644178518230820331,0.0
3,32,338511098674723332393073180471489471247,0.0
3,33,279986391539326415520823413340717585689,0.0
3,34,32479817704103949471348260589505893747,0.0024865312888520514
3,35,202957525354206795776389046285340938782,0.0004144218814753419
3,36,9336761841264969867348021636557410238,0.0008288437629506838
3,37,243558843601295141936384991307103230473,0.01326150020721094
3,38,296830589347403529622461662062899186732,0.0008288437629506838
3,39,17802333768119789527871395040804868650,0.0004144218814753419
4,0,139344976439400868174433298935061633901,0.0003920031360250882
4,1,220309663199038280601759457995568203166,0.0003920031360250882
4,2,315025015029782639636056937837366169192,0.0003920031360250882
4,3,141073262587166550411991530350674691381,0.0
4,4,189830157759945407687999634241705596187,0.0003920031360250882
4,5,237951130173536590235978946668017517767,0.0003920031360250882
4,6,10468079253776331442475463594521671017,0.0003920031360250882
4,7,252505953319473256868184654762568716287,0.0011760094080752645
4,8,9889642316325903048034757496039722763,0.0003920031360250882
4,9,248300147516257554067861573524408958648,0.0
4,10,92560735902742842659765619981574438367,0.0003920031360250882
4,11,127788829882217364658125192006122327923,0.001960015680125441
4,12,58907431317536742381031385380621494622,0.0003920031360250882
4,13,223058109455744778071158863320496973248,0.0035280282242257936
4,14,251229661068094698159861904633444282667,0.0
4,15,27834395729815647968929644187072436358,0.0
4,16,270128173962361424070808270061439125653,0.0003920031360250882
4,17,240151330588739962130168838161399940040,0.0003920031360250882
4,18,248076622783043788601367645376693121358,0.0
4,19,63385278913755994515124390426413010001,0.00431203449627597
4,20,287359609926375141379584021821965191473,0.0003920031360250882
4,21,306029098086027403059157005472509971495,0.0003920031360250882
4,22,16053738938105295800417766787957556224,0.0007840062720501764
4,23,261881178423819662185464351466431702580,0.0007840062720501764
4,24,106998079659649570912177647978135949341,0.0027440219521756176
4,25,78930348076056442597700391681584948256,0.0
4,26,317530500788094602463986560179738474743,0.0035280282242257936
4,27,294718674006029783763342293538025256602,0.0
4,28,37459670580270104224132731722663694030,0.0015680125441003528
4,29,23921185126686832177741297828542890284,0.0003920031360250882
4,30,83764430308692156258885455347420264172,0.0003920031360250882
4,31,90313324124895253759586617985081576013,0.0
4,32,106638638607257528227438120500791910769,0.0
4,33,28967425151227886319061260271454764896,0.0031360250882007056
4,34,338515085095522391613808265974813346347,0.0007840062720501764
4,35,277706124633859184383706198229681857096,0.0
4,36,328111945686871721719942605153638238625,0.0
4,37,177900031377450752979238755872749905148,0.007448059584476676
4,38,155350033714026413166496346227958855062,0.0
4,39,247637890055233398106186533002060507928,0.0
5,0,189271146863964902733129681112534578787,0.0003718854592785422
5,1,145316056010522298809136082884950733890,0.0007437709185570844
5,2,126286650646928520343821917363288778073,0.0003718854592785422
5,3,78989714168478056132411968837543816638,0.004090740052063964
5,4,164785356799294852971280434052116650943,0.0
5,5,331582399854452585486397415874522073107,0.0011156563778356265
5,6,14436076635853524867032053840691974531,0.0007437709185570844
5,7,87597293979889336351013765930273314957,0.0011156563778356265
5,8,50515550075789944750199996596829859149,0.0003718854592785422
5,9,155783511014346368446591694929728890273,0.0007437709185570844
5,10,120836162367411555697645576744358175823,0.0
5,11,59856978478429440914410218098003299539,0.004834510970621049
5,12,242133777385698752471980756922860494106,0.0011156563778356265
5,13,31344767094467785902387820975514505036,0.0014875418371141688
5,14,67774439853667808461482401787831435529,0.002231312755671253
5,15,254007965062262172105730743565750386923,0.0014875418371141688
5,16,34493241095659488365454350975235552491,0.0014875418371141688
5,17,53158792495145650768813715390956939903,0.0007437709185570844
5,18,221147402770873784879911396959117047366,0.0003718854592785422
5,19,206381647548448827661707600892780247153,0.0029750836742283376
5,20,312222804751870168886469287844264718612,0.0007437709185570844
5,21,225265141650207983378036627684973823334,0.0014875418371141688
5,22,34481166602598802597345418432354169203,0.0
5,23,44395750402577039875945334816450242485,0.009297136481963555
5,24,114684165049348131579192084428406400119,0.0014875418371141688
5,25,218358284223199084505468147661486133020,0.0011156563778356265
5,26,16086238549872328311878810851989232018,0.0
5,27,109331219290478848207802256361531221984,0.0014875418371141688
5,28,77888495543233718150025253698642513334,0.002231312755671253
5,29,83111095746937138262296482853745437737,0.004462625511342506
5,30,307638020942863059719484919752426108985,0.0
5,31,248928650703384688527625230532227734863,0.0007437709185570844
5,32,333314348149143965776838109960531363645,0.0003718854592785422
5,33,306009756304876420394793641461664322235,0.0003718854592785422
5,34,202933876033305151720329170799348048468,0.0
5,35,164031797842324037940367985379102295236,0.0011156563778356265
5,36,231489926638504427871854272031761187804,0.0003718854592785422
5,37,277786399397413754610196541576179002862,0.002231312755671253
5,38,270139075203263941008207267846473210121,0.002231312755671253
5,39,220721458084699909927386838512334554751,0.0014875418371141688
6,0,192233654401298930924066059519597635574,0.008135833038556774
6,1,177992921823183014977114047116126157363,0.0
6,2,69222102035995826885501196212485118944,0.004244782454899187
6,3,97047109501905318845402617655470354723,0.00035373187124159886
6,4,161862207302476459825888105579205415638,0.0007074637424831977
6,5,317368102244003257336370306387906673854,0.0
6,6,267082657391539533158495459309135970719,0.0
6,7,192118331435488646767153770034862645586,0.0021223912274495934
6,8,115561229157050190197877192557312939062,0.0
6,9,270373634710118682109408524501215274622,0.00035373187124159886
6,10,252371058481539538592320488692390565403,0.002829854969932791
6,11,275319096965952836505641645375125027912,0.0010611956137247967
6,12,161327147392138595930883777531105439098,0.0
6,13,106430019210844644131422830612145464222,0.0007074637424831977
6,14,239429991215666508134414101578001204914,0.00035373187124159886
6,15,145303610582693721814239229352949833884,0.0038910505836575876
6,16,210908825865231590617534389275507715437,0.00035373187124159886
6,17,88179228129275875819265186862297418464,0.0007074637424831977
6,18,138525046879608918505839302754027044081,0.002829854969932791
6,19,73173363942079517187667698144235155973,0.0007074637424831977
6,20,86389667032443382852351279160791234834,0.0021223912274495934
6,21,55508750695538129644783468008231894154,0.0014149274849663955
6,22,253373545283141567552675743338872064167,0.0021223912274495934
6,23,192141294211886163438576044006339086466,0.0017686593562079944
6,24,69542838722395689345757084848600058932,0.0007074637424831977
6,25,121871929036020125115466778234353155753,0.0021223912274495934
6,26,246866396622588873325154009552583927605,0.00035373187124159886
6,27,291704441788851437964298527658067874363,0.00035373187124159886
6,28,184320047244269775110626212859064605557,0.00035373187124159886
6,29,104932144125446018796665401469373762501,0.0010611956137247967
6,30,237116269011844511962982272481076929236,0.00035373187124159886
6,31,66779534674384128685030207410100141291,0.0010611956137247967
6,32,189824325484598157046717125324312929714,0.0007074637424831977
6,33,91289324084407133072716374525700337226,0.0021223912274495934
6,34,57343290481283642971947624609417111330,0.0
6,35,225382488407675693290702955121685510221,0.0021223912274495934
6,36,124324074617248269171974171807919820738,0.0038910505836575876
6,37,249061335683059349843445798427126572773,0.0021223912274495934
6,38,305933156657732943720209630919421048184,0.0017686593562079944
6,39,254669752436223149643631937343558652314,0.00035373187124159886
7,0,309657640343823311119076679713016751167,0.002360876897133221
7,1,235339786909646419130991652335813435283,0.0
7,2,67934798561175067749742972103557414606,0.0006745362563237774
7,3,163704753381159709195613102298462703543,0.008768971332209106
7,4,327989856564576871755160916238110207449,0.00505902192242833
7,5,262983950850219455615117746045374140518,0.0013490725126475548
7,6,136521486798978800058387359764006793040,0.0
7,7,191407376319197468735588284980306210400,0.003372681281618887
7,8,115777798681760000952851389426204845941,0.002023608768971332
7,9,221643088620806982988578618834397018718,0.014839797639123103
7,10,133492225059480409304540449087293900535,0.008431703204047217
7,11,46007959523678459870702350609690074822,0.0
7,12,285813331468579845453953102642787715486,0.0003372681281618887
7,13,94009380504369550605494404458526188704,0.0
7,14,64207312950052386715217607225278592798,0.003709949409780776
7,15,295768536309119384849798542509160987910,0.0003372681281618887
7,16,2092826986020041805823755521804109296,0.0006745362563237774
7,17,276705230451902488383167053520434387201,0.0016863406408094434
7,18,223611690230520596318457930280301497691,0.001011804384485666
7,19,319702518850375099554940094943765754019,0.0003372681281618887
7,20,135029291133123523775096711757372530687,0.002360876897133221
7,21,186803759380987438419163362671951519457,0.0006745362563237774
7,22,36203919965665768071683789987017926158,0.0
7,23,54591679094721718143141268728247948166,0.0003372681281618887
7,24,111403504687847559095111432411902338229,0.0
7,25,46857401844571825367181851100381884116,0.0003372681281618887
7,26,277090312399867545258101815223691833994,0.0
7,27,233924520771888945549089634176067934127,0.0003372681281618887
7,28,186010914027942604823252122518790821852,0.0006745362563237774
7,29,223219805235198706914369861327812971504,0.0016863406408094434
7,30,21916682285474467305784493942342680483,0.02327150084317032
7,31,83628542124652005352718625271978059131,0.0006745362563237774
7,32,208701571521180436984787753443808842167,0.002360876897133221
7,33,86555275462639540365939040368554863088,0.001011804384485666
7,34,17581131588692438427493426365555687111,0.006745362563237774
7,35,10246177209274896458957051037397848897,0.0013490725126475548
7,36,243120427739533421515648400713612929524,0.0013490725126475548
7,37,266459913855110447116393993117993377062,0.0003372681281618887
7,38,13881209186846079953281953290302497059,0.0006745362563237774
7,39,148940912033127561838277813322020613636,0.0064080944350758855
8,0,318702647994911650579352316380618184770,0.0016113438607798904
8,1,187926452839169263049076920706612576753,0.0006445375443119562
8,2,255137369888977966602395820806997700533,0.0009668063164679343
8,3,19324864040965217961736603925648136349,0.0
8,4,323614318864712066247979713132233219543,0.0
8,5,339182153056529736229517591212270022442,0.00676764421527554
8,6,79489829274991611270071127473371048159,0.0
8,7,65091296204674031944783879216627777971,0.0016113438607798904
8,8,104200537584265254788628777010705105439,0.0006445375443119562
8,9,214252923202176872361621738734344300023,0.0
8,10,22230452693549668319409055319480288479,0.0003222687721559781
8,11,107840662190784782938131339742951841000,0.0
8,12,106451117756522770225647342722342351373,0.009668063164679342
8,13,115055950002980631181284758301962249403,0.0054785691266516275
8,14,258533128926220480390739290367960138033,0.003222687721559781
8,15,313982394130039989607826275076364444493,0.0003222687721559781
8,16,336714699376831659627016423637649201468,0.0
8,17,130650049835722214952363764618078873959,0.014824363519174991
8,18,222062055750864069907034452303067440107,0.0
8,19,265555995024093871056610494512074547687,0.0
8,20,265247889901063774219881825594700840755,0.0003222687721559781
8,21,55721778172887538098674833657985244438,0.0009668063164679343
8,22,90326368204394489296777652381525831656,0.0006445375443119562
8,23,22595490093100610808607931626222240149,0.0003222687721559781
8,24,293501458515099358718047782857139466212,0.0009668063164679343
8,25,13094606966104988335418264620543175643,0.0
8,26,89343080062653439788036106804798945621,0.0
8,27,201409448481937387988933029122220397529,0.0029004189494038026
8,28,45084313619170081542212991366220006186,0.02191427650660651
8,29,314643025271331094291338693652092565695,0.0
8,30,267689227703215786005157746560918246871,0.0012890750886239124
8,31,145763304929625628066105217558230418396,0.0006445375443119562
8,32,63234971319574726478703652894167074347,0.026426039316790204
8,33,273939282921281134103714330398054414226,0.002578150177247825
8,34,33088315123943881829140532687504043138,0.0
8,35,98435954753771319799987445617991907010,0.0
8,36,189916160725956330733282546490080450258,0.0
8,37,283840360720649667038783121521065366715,0.0016113438607798904
8,38,182752605877369355096697595087722932097,0.0003222687721559781
8,39,27794258772738922551016832915412989573,0.022881082823074442
9,0,245920340836516165493995717997081553392,0.0
9,1,201989920523267043224951470669434868879,0.000308546744831842
9,2,267177944821873265438465299720167113946,0.0009256402344955261
9,3,51193207239511492966691672653969213436,0.000617093489663684
9,4,248692523922932520782028327588622817221,0.000308546744831842
9,5,227848808793863414401068601330498170559,0.0
9,6,31790681526267709957623562206667723456,0.000308546744831842
9,7,40045894032049918804044778980604183858,0.001234186979327368
9,8,201754593829311969674212621720971920625,0.0
9,9,77108355344009609239470479260581270697,0.000308546744831842
9,10,107848901356588280987794416019242277110,0.000308546744831842
9,11,212748303726925568165373188008567529822,0.000308546744831842
9,12,181294921018010713673947727494505344558,0.0
9,13,197016035099344946847215153063091054264,0.000308546744831842
9,14,7912541938842970785571199098298001476,0.01820425794507868
9,15,34075824987898611128722213930578476574,0.000308546744831842
9,16,134928931183571412427468364012012950396,0.0
9,17,124824173709931854122206063176387940560,0.0
9,18,123359221923929728112930478584557490653,0.000308546744831842
9,19,259138533647775233451760981044127210840,0.022215365627892624
9,20,61142492234299452897879328914925432553,0.0015427337241592102
9,21,76085391587809910528002979793585597942,0.000308546744831842
9,22,291761642551483516256057965560583962925,0.0
9,23,334641133337571060714203869844733142843,0.0
9,24,113000621888077479365702274893847623906,0.000308546744831842
9,25,325897964828172561368984787414786718932,0.0
9,26,180591540514722372450191637344520592352,0.020981178648565257
9,27,58065340895393217449428568379488179022,0.003394014193150262
9,28,125276786312306677442768611156760844395,0.001234186979327368
9,29,132181849725727910274468549901663705317,0.000308546744831842
9,30,224052297948025071218165753521319760409,0.008639308855291577
9,31,167148442395103569191156128133589105413,0.000308546744831842
9,32,171680404985513469908266508847770031780,0.000308546744831842
9,33,52394461849392767368637780653701914075,0.000308546744831842
9,34,6769967307709364674249441637602981423,0.001234186979327368
9,35,291731957457632835680757809602676860185,0.004319654427645789
9,36,36612397222188036892378668590149969161,0.010490589324282628
9,37,272903056850184951329708796625465134998,0.000308546744831842
9,38,330352525979343519599197890980043811875,0.000308546744831842
9,39,243022499703313673466349528208290242507,0.0
10,0,97442176765169825662375477374258991479,0.009470257472625037
10,1,38032808142534959497733857908248644909,0.0
10,2,133982380924868265139350030682280627553,0.01864456939923054
10,3,50191070927217372712317513195481805346,0.0008878366380585972
10,4,251875361733926084603325284653567660635,0.0011837821840781297
10,5,240416854403333497150761970197167693979,0.0
10,6,67470688017308254664299216816229874718,0.0002959455460195324
10,7,268813852232491426258586961921199584636,0.0
10,8,97385580486644520056844063111373029920,0.0002959455460195324
10,9,106004883430479024561552479470701399807,0.0005918910920390648
10,10,94942796241787050628913113931066459145,0.0008878366380585972
10,11,237316541887405742887129764462844901065,0.0023675643681562593
10,12,254391945654651369309922725795186268256,0.0008878366380585972
10,13,240973715354387625038991156220485474010,0.0002959455460195324
10,14,7012442751043192422893757490182055081,0.011245930748742231
10,15,214829097067859045698197965165700195124,0.0005918910920390648
10,16,13204086767449628149113896256815626304,0.0002959455460195324
10,17,184038066133023716198562130561528029253,0.0
10,18,214094203963217877723923614422695452198,0.0005918910920390648
10,19,62789378652603527422356954974840305702,0.002959455460195324
10,20,297915988332832138316806298758829031552,0.0002959455460195324
10,21,121716197017483959684486152540813607414,0.001479727730097662
10,22,39173315015005424846487596436667425607,0.004143237644273453
10,23,44703814851343865539840836368111908293,0.0002959455460195324
10,24,194770963656165832711578955558882355560,0.0002959455460195324
10,25,269481776875538980937978745631525659749,0.0002959455460195324
10,26,228368275725768446800009342646793579079,0.0002959455460195324
10,27,115397960286785134951001462300490869168,0.0002959455460195324
10,28,52235071202764181446087964717118989419,0.0032554010062148565
10,29,137136454039826876553583529410288457697,0.0005918910920390648
10,30,170857779100389451709408023353063765418,0.0002959455460195324
10,31,189411875535977128064077608305445474478,0.003551346552234389
10,32,179889565900370535705655203921131635164,0.0
10,33,809355420959646116331968159682003578,0.0005918910920390648
10,34,52408301034163730322785494898739703157,0.0002959455460195324
10,35,233643412215511468088091323247530817386,0.0005918910920390648
10,36,241204849402993029297200861075117441300,0.0
10,37,52227253001652295265780700079073284872,0.0
10,38,140487489588074655528773852897710511593,0.0
10,39,162256872548263945478213112363343899084,0.0
11,0,2407697146052067535013257780349599611,0.0011373329542223485
11,1,37938998867190838110856888314333666975,0.0017059994313335229
11,2,328617657888173247684430065424117937341,0.0017059994313335229
11,3,278437319489519815311624414988628078014,0.0002843332385555871
11,4,86513694908040545098489202689036960875,0.0
11,5,85647819388960278920391945087080167680,0.0005686664771111743
11,6,231708828946501996423048272547823592553,0.003696332101222633
11,7,262790477708188215476400352976140908377,0.0031276656241114587
11,8,201110536267942227088257330926753687574,0.0002843332385555871
11,9,316665815696617173984738649818133499910,0.0014216661927779358
11,10,94184250279917799126397603381088015077,0.0005686664771111743
11,11,245766022946573246483918410184482016524,0.0005686664771111743
11,12,217617361543130330633143857609538106111,0.0005686664771111743
11,13,50379961102481834695668729962926840491,0.0
11,14,303794690132736687099480625469416253116,0.0011373329542223485
11,15,224865004057665674719059755088928278304,0.0002843332385555871
11,16,309534464919840250815128745170167129048,0.0
11,17,284458434735275166103546793714732461019,0.0014216661927779358
11,18,216929254282161679261529401179917824560,0.0002843332385555871
11,19,302211586167375071958161911988037933570,0.0
11,20,215196681946184844672046363505662344026,0.0017059994313335229
11,21,157498470325321640888782357527078984348,0.0008529997156667614
11,22,208752879844493957239469705860826340805,0.002274665908444697
11,23,46436472217234002061931762029985387097,0.004264998578333807
11,24,134683130434555016307842942949295881861,0.0
11,25,111278837325424091215153616474613882679,0.0014216661927779358
11,26,326517085052326104986510457104595110500,0.0
11,27,97273230588727194845643746940791174167,0.0002843332385555871
11,28,243662091849695654734289084826850632320,0.0002843332385555871
11,29,98119010425506241726765975169122575245,0.0011373329542223485
11,30,196408246574082159022808445754852611887,0.0
11,31,269655829026674077957490939101426710327,0.0
11,32,69754832556320097838168123770563469335,0.009667330110889964
11,33,295139307410522042941160734858110980591,0.0008529997156667614
11,34,100928160856139419762408150589481202419,0.0025589991470002845
11,35,136397674492991108696619019345729746695,0.0002843332385555871
11,36,234901783339403325375664455730707664170,0.034404321865226045
11,37,140242192113461054915895856452999940399,0.008814330395223202
11,38,291127924259282135833303024633750952568,0.030139323286892238
11,39,61054343931247326302849299252190329301,0.00995166334944555
12,0,247195621803065262370495278376288313560,0.0005471956224350205
12,1,28541439452181619263481572511327647068,0.0035567715458276333
12,2,1556709622266215757333893236711815627,0.002188782489740082
12,3,43467145998017609739613512158400115277,0.0
12,4,296895927909246323269687747492030258215,0.004924760601915185
12,5,293133653924536348054770380059375545338,0.007113543091655267
12,6,262076398756271855264789732106338247573,0.001094391244870041
12,7,4596875759055888510168536977784090362,0.0013679890560875513
12,8,48807957116747675707531901006313448782,0.0
12,9,180492477802988038730729583168256872396,0.0005471956224350205
12,10,126516815169828111263519306236297572174,0.07770177838577291
12,11,125789474709651365883662624606737431836,0.0
12,12,23742385022117530406347226195018357135,0.0
12,13,90143071269020216812137210557476934774,0.00027359781121751026
12,14,278668973877521803919133869423037297269,0.007387140902872777
12,15,41914613232862873949436987824775534634,0.0008207934336525308
12,16,38802875914549722784327618742530351670,0.004103967168262654
12,17,77110512278608273634910992792964693856,0.009302325581395349
12,18,238056336525832221884077670317145586554,0.00027359781121751026
12,19,335195121680609123019262401272179370966,0.0016415868673050615
12,20,71148268985708304029176881455833071490,0.012038303693570451
12,21,172773577626881130686082148487467891246,0.00027359781121751026
12,22,205501655190974087046906972066504439020,0.00027359781121751026
12,23,254248663236993988064963950877388500843,0.0019151846785225718
12,24,280281889739011805006543783135119531216,0.016142270861833105
12,25,183066815381002763826147833845234128606,0.004924760601915185
12,26,94185688364796173168104068637889159062,0.0019151846785225718
12,27,8686896454459634347681214671860049687,0.00027359781121751026
12,28,182845335352715556487350765453334598564,0.025170998632010944
12,29,178626630368999074437373611747850606172,0.0013679890560875513
12,30,137398716086609078359250481253291840358,0.00027359781121751026
12,31,298632536212390056096728898878744019927,0.004377564979480164
12,32,243475522019558086638494193111833797538,0.0016415868673050615
12,33,255609744377155477710266444475786855449,0.012038303693570451
12,34,135841204514369898845669591782370632022,0.003009575923392613
12,35,137403439125600403154079006552585653359,0.0027359781121751026
12,36,206978647634817163324292731645397763393,0.0016415868673050615
12,37,242940845433042594680384187621190920570,0.0013679890560875513
12,38,164958542368243330000570220519356381839,0.001094391244870041
12,39,174256137974951399037385826071581110354,0.00027359781121751026
13,0,141274532140271858656270163850595761973,0.0
13,1,235032968432776376292703711813032858957,0.0005272871078302136
13,2,11788897056231151844727300952500132030,0.014236751911415766
13,3,96874146928312451787696393606177860450,0.013709464803585552
13,4,246848666850862132840211316077956929897,0.0002636435539151068
13,5,62658886509663702784537273302085680746,0.0
13,6,298350666464661576564943595017037717524,0.0
13,7,77137978680497847268336721981933084312,0.0005272871078302136
13,8,285293358535934050179613206360086763831,0.0015818613234906407
13,9,66949573145448552595431071834705125868,0.0029000790930661744
13,10,148028880517770530070849864862013187647,0.00738201950962299
13,11,243136218276107187744998469161378117210,0.016609543896651726
13,12,166473162799761858864094764705536894286,0.0002636435539151068
13,13,87795737643955591957076591357174705793,0.0
13,14,225523650105344611355618465971840058703,0.0002636435539151068
13,15,195213837274845867736141200230749289477,0.0002636435539151068
