sample_id,iteration,seed,Percentage of burned trees
2,26,266777374130932902827876702850319025304,0.00043956043956043956
2,27,313485855028579130785138617342869850522,0.00043956043956043956
2,28,263510268394591758799747007354505291049,0.0017582417582417582
2,29,19336264364653836976137212083216396058,0.0
2,30,149054224925984537742739155481603439696,0.0013186813186813187
2,31,232431157612958942535003949058179854619,0.00043956043956043956
2,32,154117610739130519179410884190316796379,0.00043956043956043956
2,33,178005438162905171922045566088484326029,0.0008791208791208791
2,34,69317942878881501209777052506845881109,0.0
2,35,217164796663927866865709706177158744805,0.0
2,36,133191006036422579559778381571939054346,0.0008791208791208791
2,37,292662619984939562595230993225543901190,0.0008791208791208791
2,38,303905024259031872337103099507354558938,0.0013186813186813187
2,39,255641219482543783137860579085040230638,0.0
3,0,148994367686946004427563155673213595608,0.0008288437629506838
3,1,82577121530234312359074495327726362995,0.0
3,2,2685976501681998362937859065904376341,0.0
3,3,49131999260657376960307022237448401342,0.0016576875259013675
3,4,280153768415484822989848366193318312423,0.0008288437629506838
3,5,93379391124069970026236734048989215731,0.0004144218814753419
3,6,51074599489404241635667160222933040503,0.0
3,7,43481373468997669129365337002194263373,0.0020721094073767096
3,8,186544143781513015923598804430498506180,0.0016576875259013675
3,9,314569005267992731269288929217165875238,0.0008288437629506838
3,10,287268924118098721185542340997822757689,0.0016576875259013675
3,11,178067232913904781689833519311358053843,0.0
3,12,146727845849739661966628615641736336745,0.0
3,13,210630233901467094269969193411026582755,0.0008288437629506838
3,14,296614399496900893988137203336984733933,0.0020721094073767096
3,15,111185902564669622576134913621358638277,0.0004144218814753419
3,16,174794879214175304850198876226606546778,0.0008288437629506838
3,17,273380997347506767580282364547672724243,0.0
3,18,118225785729243553054115918830432528439,0.0
3,19,43660615426887169442909077532137567386,0.0016576875259013675
3,20,159695598367366392769998333265184127567,0.0
3,21,59607510193213420250509511447923789438,0.0
3,22,158440639591367196676754037064714430850,0.0008288437629506838
3,23,167447152084112617350820974893814974667,0.0037297969332780773
3,24,265728222144576604081651967503517088011,0.0012432656444260257
3,25,308521005355996395849060783057875742143,0.0020721094073767096
3,26,171566680382802360703082557277831720056,0.0008288437629506838
3,27,198170227213907840479999725117134087444,0.0
3,28,148961715421285699078695449775226617182,0.0008288437629506838
3,29,76342348630121809665550505688130045191,0.005387484459179445
3,30,258852828600587287147818085693464459187,0.0016576875259013675
3,31,127370458536960712449729874021625258811,0.0
3,32,336063756781421881177883729929850372664,0.0
3,33,159434400239782647438713043542541564897,0.0
3,34,90650783279644048119716381346120350311,0.0
3,35,47856007394212796576669596695860409706,0.0
3,36,199396480302953252708795066906897408939,0.0
3,37,62355473470040258893219652062909160520,0.0
3,38,142211409728512428469700956425469137252,0.0
3,39,305665193858140371601460946237153869108,0.0
4,0,310680828157805352224101756335545421182,0.002352018816150529
4,1,11370251160080251054926175995955334097,0.0
4,2,16743732985430577262000687352111166988,0.0
4,3,40453175764694582167688818299413209647,0.0
4,4,103180737239211409651117983068562462268,0.0011760094080752645
4,5,199384438403950029288979303475403660609,0.002352018816150529
4,6,196888088144034866067644655167906675310,0.0007840062720501764
4,7,134850276859654880183785644442190479198,0.002352018816150529
4,8,153280973868442758614017948143840787576,0.0
4,9,569498285793510048335350331177691208,0.012936103488827911
4,10,35100016145456120133061246883202094628,0.0
4,11,70682511405192697986278987234251735032,0.0011760094080752645
4,12,127460108041963142956278579857869479518,0.0007840062720501764
4,13,265894689214115683788755399530998567066,0.0
4,14,141976099405404759517389311312890699083,0.0003920031360250882
4,15,74903694137355793929125761944383137958,0.0
4,16,173270030043296651128790828029214199961,0.0003920031360250882
4,17,196849845992958835657827617543997786036,0.0011760094080752645
4,18,86334500065264620981171351802313075440,0.001960015680125441
4,19,279165833044276255262816452472099564395,0.0003920031360250882
4,20,41864061711728783459994133589040557868,0.0
4,21,257887682069941066020454486396652336412,0.0003920031360250882
4,22,320382907928694201327567151228104384316,0.0003920031360250882
4,23,265223032881022302087725520747213490748,0.0003920031360250882
4,24,112117306910528165607151420218855003028,0.0
4,25,314503871706788060579328352077720338644,0.0
4,26,229622010782135275880707229055196066453,0.0003920031360250882
4,27,15517708560406026204417790490739650485,0.0003920031360250882
4,28,12837263983743618844494517010475231461,0.0
4,29,61388089998961680454106685291984510224,0.0003920031360250882
4,30,9790663355083984110176977037032011965,0.0007840062720501764
4,31,121226431772682268827517290755449597096,0.0
4,32,160222313721323321273345931418831546111,0.0
4,33,121537115036837312371602948069863946696,0.004704037632301058
4,34,63766927924644368537887647392392900798,0.0015680125441003528
4,35,37307875511033610161404219257699250452,0.0011760094080752645
4,36,84761389612019628606651262277735059344,0.005880047040376323
4,37,340221306481715712195026492867324020419,0.0007840062720501764
4,38,326926916962214726643618444218785219212,0.0
4,39,334941899220608865224507122316585005381,0.0
5,0,230926358622007302483621110438693765538,0.001859427296392711
5,1,215766071387809010248466699908437998180,0.0
5,2,334200152033140614452816851002205647912,0.001859427296392711
5,3,262086956336016251310536383524397760540,0.0
5,4,8090524166697739679363438221956934710,0.00334696913350688
5,5,284366895308496895656966478671934374138,0.0007437709185570844
5,6,284745710332794586023579853559838014204,0.0003718854592785422
5,7,311410759445516947251593453656652390055,0.0
5,8,249124448742994765287645622802549136055,0.0011156563778356265
5,9,232625901674328356152519952261385377919,0.0014875418371141688
5,10,118463075564108883987982551579471598384,0.0014875418371141688
5,11,229472916555385878699889058893110152909,0.0003718854592785422
5,12,173409021622212714809254553395622433710,0.0
5,13,194669172691156616906482704545640033871,0.0014875418371141688
5,14,247953855181032243227045076330678855656,0.0007437709185570844
5,15,135426049943533057557757520367988186770,0.0014875418371141688
5,16,172969163586667826208657836557134810002,0.0011156563778356265
5,17,310213296360554112630772095917460326940,0.0
5,18,91670514457279685966072303466496095824,0.0
5,19,165613831162226048320648434012029117731,0.0014875418371141688
5,20,129370187845405031578709668717901051043,0.0003718854592785422
5,21,339566269359311036087029228336128862005,0.001859427296392711
5,22,32137042898376976893507041477050621052,0.0011156563778356265
5,23,284267479533876159688751871296206171742,0.0011156563778356265
5,24,143299559288444834434900205818571245633,0.0
5,25,104353878521411363026807107637257670230,0.0007437709185570844
5,26,79969779219289392449065513446040689312,0.0
5,27,220870516635508578062701030581302180857,0.0011156563778356265
5,28,86979521795018115611391297398500217295,0.0014875418371141688
5,29,71965031283466600181582393982469378569,0.0026031982149497955
5,30,267701421050794186041932352838696804941,0.0
5,31,286859345583797525950557189107620301249,0.0
5,32,313642940356877723943144536221139667821,0.0
5,33,298257441797266455488995249800934122776,0.0
5,34,254607220491531386995395704853980675285,0.0007437709185570844
5,35,127673782220858064967650741140618450972,0.0007437709185570844
5,36,316362080283886611984636899594341717154,0.0
5,37,103363622445384224728569635073833726127,0.0003718854592785422
5,38,147545254126158940825739553011198302606,0.0003718854592785422
5,39,228263449354325716010939288458759118758,0.0007437709185570844
6,0,92608283349041584041304277781066127120,0.00035373187124159886
6,1,170026754062234339627986110311205617924,0.0
6,2,306255165533518467775614226160391085815,0.0
6,3,184391657478540536650086533221698038263,0.0007074637424831977
6,4,194769066913643409558949341302463903292,0.0007074637424831977
6,5,123332611890386312501839987275964117663,0.0
6,6,85378711605976531504098683758903686631,0.0014149274849663955
6,7,97034910818447320859108986251751833418,0.00035373187124159886
6,8,7175999166524208434654551337695629011,0.0031835868411743897
6,9,85282445488063585625762890448297125663,0.0010611956137247967
6,10,120020008678493755582444252179861240641,0.0017686593562079944
6,11,51783303684831932051611224399945356920,0.007428369296073576
6,12,329803200711638967261942239917452309064,0.0
6,13,273411800559582327698311606413658046368,0.0
6,14,219988826663189003021050410942012808043,0.0014149274849663955
6,15,258650506826312937027515668775801972356,0.00035373187124159886
6,16,250112300966430748014277934869890509441,0.00035373187124159886
6,17,112066900468747635813134794584241990097,0.0
6,18,52797470024751115183009360192656495470,0.0
6,19,120108917779115243292985403947262279685,0.00035373187124159886
6,20,257328760452824386529069855430662890610,0.0014149274849663955
6,21,288062070810307462380722103159885357529,0.00035373187124159886
6,22,57328922019619354226843038727821938116,0.0038910505836575876
6,23,236705563435613143133506797053974312472,0.0007074637424831977
6,24,75151943636301727361062885449102791675,0.00035373187124159886
6,25,54817474797078507998624442394275512182,0.0
6,26,261872797262959574820852997643176878855,0.00035373187124159886
6,27,206356950810418616814603626187203468112,0.00035373187124159886
6,28,165172386981020157789649434856728308995,0.0
6,29,73908543483164543523666227297705197941,0.0007074637424831977
6,30,230129507717140196344552473229511145450,0.0007074637424831977
6,31,332870299666572715217106522296493973395,0.0010611956137247967
6,32,14898963191448121691561562815662183616,0.002476123098691192
6,33,299244914838667919441463535651981135901,0.0
6,34,247946555858403326773329883318312918745,0.00035373187124159886
6,35,126858372186888204306938245419271949008,0.00035373187124159886
6,36,262741515074328910303619095475002072832,0.0
6,37,317928992835077263097860037638596040503,0.0038910505836575876
6,38,325857220569425555101822999870422631598,0.0007074637424831977
6,39,30090886410428633199811693516027515071,0.0
7,0,113352962514055411720759538363355326997,0.0003372681281618887
7,1,44023188816853373201792092508944253006,0.0003372681281618887
7,2,224921752302938547326935980811454498145,0.0003372681281618887
7,3,304238917654681821726554931706415656038,0.005733558178752108
7,4,34042061814155333494749513828514610262,0.0003372681281618887
7,5,59519306881228978772930117661643208732,0.0
7,6,152657750452858197677010506718964293702,0.0003372681281618887
7,7,257008511357505604332237299892138231909,0.0013490725126475548
7,8,316033689555483927289584832866294221834,0.001011804384485666
7,9,291897298687811554572602082913912380084,0.001011804384485666
7,10,187155071906287846688457248698960224042,0.0026981450252951096
7,11,91085742478168246288366083039700019063,0.0013490725126475548
7,12,91682040250854560254818544970091970537,0.0003372681281618887
7,13,171157098676302970882193883878306887331,0.0
7,14,47794183678792822204799701949796211349,0.0
7,15,161615083973371831081383646729856945071,0.0016863406408094434
7,16,293844400027005276612687110386567383070,0.0
7,17,7602925465703518894279849019468160063,0.0006745362563237774
7,18,84073942869550724066802046154584473513,0.0003372681281618887
7,19,217296562631694132376536996964344289131,0.0
7,20,274832038302822005845197992513204041645,0.0
7,21,147370358123010658638196746373119728992,0.0
7,22,281550176942961737893678044765744880154,0.0006745362563237774
7,23,90976812099980767097353928923334261946,0.0003372681281618887
7,24,114222500073890315450315701163015617184,0.0
7,25,64742071597929845682700212533390808084,0.0
7,26,131288101634535049753648209708538919593,0.0
7,27,40954158311341474496785184127891022329,0.022259696458684655
7,28,72702525771375556654247725428294453391,0.0
7,29,54984480259447271925187111873009016141,0.0016863406408094434
7,30,258561361623500745133580727397769629240,0.001011804384485666
7,31,265460227713765778882760947416483331232,0.01011804384485666
7,32,297366958492334183299053899136303985941,0.0006745362563237774
7,33,309777187337838095000429718744497537039,0.0013490725126475548
7,34,253363942422146862743290880128000470315,0.002023608768971332
7,35,34870472374128249173596788086672294245,0.004047217537942664
7,36,195024920946267091142901425767068064167,0.0006745362563237774
7,37,76326124685335582017273781673946767840,0.0003372681281618887
7,38,260900107727392006864272921403343792707,0.0003372681281618887
7,39,150641788614064394557244195391617200080,0.001011804384485666
8,0,39712631958609774604322799297973194193,0.0003222687721559781
8,1,64034422913808321607153867819094320048,0.0006445375443119562
8,2,74050070600705662038993627234771096171,0.007089912987431518
8,3,29600499851366763718373514844227234549,0.0003222687721559781
8,4,59473129603053259376713982146520059368,0.0009668063164679343
8,5,104835287804221699014981582012383031251,0.03834998388656139
8,6,244605708015429841411319449238726897807,0.0003222687721559781
8,7,54585646459765376176717415958842219869,0.0016113438607798904
8,8,83789012763914220889122728313384266068,0.005800837898807605
8,9,127874543186691708200724235846546597205,0.0006445375443119562
8,10,48246358660790165552735725080837672172,0.0012890750886239124
8,11,140714410155030756181429112876820213812,0.004189494038027715
8,12,46632141094667633713553611463161218857,0.0003222687721559781
8,13,123222142188837958867326479478640285528,0.018047051240734774
8,14,202651424581652434319839957803445455182,0.0029004189494038026
8,15,19019270521804955585002189929634348958,0.0003222687721559781
8,16,282964091615116459828651213438751721155,0.003222687721559781
8,17,48176702992899264437567948459270475627,0.0006445375443119562
8,18,224448708077760478424736828143212419867,0.0
8,19,151232529891212749276153680311506299160,0.0
8,20,302737121786792580586435981679948535245,0.0003222687721559781
8,21,311765470016827084221737300779817291358,0.0019336126329358686
8,22,207647374512327480071687110645011595025,0.0006445375443119562
8,23,278061744665718480849788395760957100498,0.0006445375443119562
8,24,286400668372779733563269992714482513992,0.0022558814050918467
8,25,2992661257809955498184518805191246845,0.0
8,26,57627829551098646094900435662010960617,0.0022558814050918467
8,27,1102478913658060202161762194807810388,0.0009668063164679343
8,28,207825005063437143715886495168041377393,0.0
8,29,329106635129158179673615247041531290038,0.0045117628101836935
8,30,61152281654723268263445878730595555369,0.0012890750886239124
8,31,106364062976475967978966145387421873728,0.0016113438607798904
8,32,144799863587657979046602077238395780039,0.006445375443119562
8,33,248698559933806037163739214603752090696,0.0006445375443119562
8,34,208556010222446425737027240471223209366,0.0012890750886239124
8,35,149026339453972494926802593000712684785,0.0006445375443119562
8,36,121476763680712582184962685974642527448,0.008701256848211408
8,37,123810934390713200917376349247504261781,0.0003222687721559781
8,38,16999303180729818539723337497538784646,0.0
8,39,211240699752487428374575028570901712283,0.0
9,0,106383310975917408535382814624677905003,0.000308546744831842
9,1,27775907890765024700721638987742749183,0.005862388151804999
9,2,301973477851465333327276868537074821240,0.0015427337241592102
9,3,7003313182417235797087661314701625121,0.002776920703486578
9,4,303245031316698905783326187769428441312,0.0009256402344955261
9,5,291241583515273500835558248461971661848,0.0
9,6,104187801654045778812956668860232494735,0.0037025609379821045
9,7,295254778850292855579678653769592461772,0.0
9,8,69105570803878250817799369829305094616,0.000308546744831842
9,9,270386999946743200883147040526372612820,0.000617093489663684
9,10,338091983208498734271360777798899801364,0.000617093489663684
9,11,32198784489171684855721958169039305509,0.001234186979327368
9,12,169155339178920582078150646783015264963,0.0015427337241592102
9,13,126616506018137094267825279433357993023,0.000308546744831842
9,14,106839413071562066998490967806918476035,0.001234186979327368
9,15,201517554621767719934245065551685307358,0.006170934896636841
9,16,33587214040945242588445076463972096352,0.000617093489663684
9,17,152651982081483965817139577946208448754,0.0
9,18,169316838219880867902009846738419284329,0.000308546744831842
9,19,122039130903653472581567715710098552066,0.0009256402344955261
9,20,241222979502943968158694645222505774203,0.0021598272138228943
9,21,42873109044916564648395872011843294775,0.000308546744831842
9,22,253770634909560430804954242591646514401,0.004011107682813947
9,23,224346247028206149754705587755183309410,0.0
9,24,332594837104397014712187939947193505577,0.000617093489663684
9,25,263587911810074658975669881173633574219,0.000308546744831842
9,26,258748730868255864670427121173113211555,0.000308546744831842
9,27,258021672736126074960282476535529476846,0.0015427337241592102
9,28,140604981492079991887230110561999470985,0.0
9,29,214058189641146427440150681818768370909,0.000308546744831842
9,30,337954766236550685017609744145547543215,0.005245294662141314
9,31,245754350729806495674789200690226964046,0.0009256402344955261
9,32,232859898270249634533683688353531144,0.0
9,33,302436372795321709780097357882993027749,0.0018512804689910522
9,34,105751036317421210588800315783583891114,0.0009256402344955261
9,35,244529131113521160330851857622043413653,0.003394014193150262
9,36,74141577210817697515058341896945751055,0.000308546744831842
9,37,78836069105305640124900713824090041252,0.001234186979327368
9,38,281899218490453050722939601733209830399,0.010490589324282628
9,39,264250567436998001213353026617984744431,0.01388460351743289
10,0,141918996241680177070575343884819808451,0.0005918910920390648
10,1,4808468562291512401970803704368802667,0.0002959455460195324
10,2,120692136623624366905929793903449148924,0.0017756732761171944
10,3,254911170292380817608851468636670613290,0.001479727730097662
10,4,130811882247808927675180883432028748552,0.0008878366380585972
10,5,42503164009490688096871399926924334566,0.0
10,6,274353111072256100634663575455916990595,0.001479727730097662
10,7,101174996036657882866549118031990294790,0.0026635099141757916
10,8,154161824798967536838932216274755621356,0.004143237644273453
10,9,192534758433746627769114238939844785012,0.0038472920982539215
10,10,309667690359660162053349107758925979638,0.0011837821840781297
10,11,8542358151548745464363230633379401696,0.0
10,12,208060030404006634218783781159986779522,0.0002959455460195324
10,13,313013134539455868220072319766119602807,0.0002959455460195324
10,14,46556971363194979229432567716230722542,0.0005918910920390648
10,15,168064653494360151242864926655009875436,0.0002959455460195324
10,16,34120641431031922160542269061348848016,0.0011837821840781297
10,17,188529568011847744917434064833343828404,0.0002959455460195324
10,18,131659890738543642980588335361987479799,0.0005918910920390648
10,19,50807891094083334340895912605016107235,0.0
10,20,82669509729321827087044110008162143976,0.020420242675347738
10,21,133162082743955910869078348178211934496,0.0020716188221367266
10,22,246674054055178724789714510349890692917,0.0002959455460195324
10,23,324155452468077058043199642688053567473,0.0008878366380585972
10,24,138428265853459120623195895257044997942,0.005031074282332051
10,25,235974945069461840131180058447491785517,0.0002959455460195324
10,26,31096271626270158319855697079580624280,0.0
10,27,322600156349620062845281258017111920324,0.005327019828351583
10,28,323845508066143927156295659655717742886,0.004439183190292986
10,29,271665288204396475481366523936464549487,0.0008878366380585972
10,30,294622215324458170622272487822636258830,0.0008878366380585972
10,31,180996545767918626098200378941848249485,0.0011837821840781297
10,32,287655428720351977206047250507966248005,0.0011837821840781297
10,33,104111830631244720101003383233375051256,0.0
10,34,68649908858280152774779183949639057020,0.0005918910920390648
10,35,46208709418267946704227607841648645528,0.007694584196507843
10,36,28716787224248918456011159251019810907,0.0005918910920390648
10,37,74561816231241209770768874859851555892,0.005918910920390648
10,38,339422934532059461803479933712375585616,0.0
10,39,307968202915610582060618261649741336987,0.0002959455460195324
11,0,109304800021870348610336225925165349128,0.018481660506113166
11,1,302050389281331795167730253261119617851,0.0008529997156667614
11,2,99808457047808020332426138905040247122,0.00199033266988911
11,3,208602355646433672408409269667117535796,0.0011373329542223485
11,4,90668285779438571583179709586527303880,0.0011373329542223485
11,5,266166947021796203301747367737579008483,0.0
11,6,13839108684608871784920712920442206123,0.009667330110889964
11,7,224619721266793260673337255304611960986,0.0008529997156667614
11,8,324440040653870843270290954645783858960,0.022746659084446973
11,9,100789475661466148386432932457820971636,0.0
11,10,259114942895141612399266489957378050243,0.0
11,11,259685510071160271646809346148411832844,0.01620699459766847
11,12,106881360858156805076980052987193120351,0.015638328120557293
11,13,92811471216806945594989197820362962758,0.0
11,14,128327918313668683626490440772091864704,0.0002843332385555871
11,15,91381486822495517495864137451955948160,0.0034119988626670457
11,16,157789412439368998262691321433014528580,0.0005686664771111743
11,17,281344121723890450166575093473932842713,0.029570656809781062
11,18,212540041574220626537440210679027732674,0.0002843332385555871
11,19,69108902729487629430754470205080118275,0.010235996588001138
11,20,272706262198270936976077851762957932567,0.0017059994313335229
11,21,52918029622735937425390188674363120431,0.04236565254478249
11,22,335823817327777528134072275072727543136,0.0011373329542223485
11,23,99187762553191324044305437069551586476,0.0002843332385555871
11,24,110243417038902893100076438742347446780,0.0
11,25,98411530649563156246162454404915015253,0.0005686664771111743
11,26,166243064573039071134898765188941955471,0.0011373329542223485
11,27,157260209111804727475209596996144860292,0.0014216661927779358
11,28,96394477211598251978586249955231824208,0.0
11,29,168657304638239673073444480195716812221,0.0002843332385555871
11,30,35677580353229569165453416749590152361,0.0005686664771111743
11,31,266840150304730659392028830189397829546,0.002274665908444697
11,32,24738728316088319762952127631619673523,0.026442991185669604
11,33,288605306690596078671499014228390374139,0.009667330110889964
11,34,282893509330930829135890839714513892994,0.0
11,35,145352211062238956481381358287917867292,0.0014216661927779358
11,36,100088143284550781712479973841905436906,0.052032982655672445
11,37,324438127327933065701371928998256376904,0.015069661643446119
11,38,158901499758341437219644893821048310347,0.0002843332385555871
11,39,19354349394780681228770366583343654414,0.00597099800966733
12,0,307836149256250912765204623859699814459,0.012311901504787962
12,1,250352669143903701532380611423701320552,0.00027359781121751026
12,2,116443009797292117671886709015667322227,0.0005471956224350205
12,3,128300597054057826092618127431330993715,0.027906976744186046
12,4,92386578863087148739241423637909471480,0.0
12,5,331845648781081836983246487433182570955,0.023255813953488372
12,6,306616447234060142777427427371188214548,0.0
12,7,110055836946772851667572535439587057718,0.003009575923392613
12,8,225981031942778552868209092020980726845,0.02079343365253078
12,9,86639021694044730461699885443860741221,0.001094391244870041
12,10,211407503652765934114611085426168870721,0.0005471956224350205
12,11,112548457695186303921828996585995864894,0.05581395348837209
12,12,214133105518242000536519171337167109117,0.001094391244870041
12,13,267465671431221888534514502708632719832,0.0016415868673050615
12,14,10541889787918366284010880295350076251,0.005745554035567715
12,15,139489979709713186931445707269747698428,0.001094391244870041
12,16,19780611646470553526124662589389377856,0.004377564979480164
12,17,122206388997106640334495091151903894091,0.0
12,18,94723684113544669184005793797833598235,0.0013679890560875513
12,19,75045367659757316745200141753892400731,0.00027359781121751026
12,20,288391380456579625693478992790642197379,0.01969904240766074
12,21,83586036217697559415209629466926901818,0.002188782489740082
12,22,123853502895765018690864329985926647520,0.0
12,23,55895306731883018112380172074312617604,0.00027359781121751026
12,24,267232204292983702853304212363360067938,0.023255813953488372
12,25,151128520454153895917223205969658661974,0.00027359781121751026
12,26,53458294474528916301863065904671688702,0.00027359781121751026
12,27,56537654432365619267685927991886722688,0.00027359781121751026
12,28,57789491052948230430365254071477906297,0.0013679890560875513
12,29,42312502397083499406557340620156420695,0.007387140902872777
12,30,94585233379633244857218517483691313298,0.01969904240766074
12,31,32994080629706691636592590989358915663,0.0008207934336525308
12,32,206538382156852231144330267324381715473,0.036388508891928864
12,33,268421184213225489655262048428489765105,0.0008207934336525308
12,34,107647187780219035428461496941699563387,0.0
12,35,68206394064306763768917723707188007425,0.046511627906976744
12,36,53985139863519199294440295210411408984,0.0008207934336525308
12,37,279545980098303055002285636133035431525,0.036114911080711354
12,38,219192489949367490346928892557884685498,0.0038303693570451436
12,39,22001850211736093440882159914697658420,0.001094391244870041
13,0,121939589777840292506791709032343551910,0.0002636435539151068
13,1,53171673138279466101844995316132467037,0.0002636435539151068
13,2,255628224023132748525831415986293810217,0.0031637226469812814
13,3,126159155579972951386431067017626505733,0.21170577379383074
13,4,177189291810028769500910450845015591776,0.0005272871078302136
13,5,125540250123355738389798686425107484570,0.007645663063538096
13,6,206559739717405157374271441211365380194,0.0
13,7,188126982244710360892921397593201904641,0.0
13,8,228344374919683200388394835642973063966,0.03453730556287899
13,9,102363269142833992018107977108307576554,0.0005272871078302136
13,10,132790553684630864878983268587078218893,0.0005272871078302136
13,11,321775282142280245680605304159098068330,0.0002636435539151068
13,12,38859660827746369424447778788343196049,0.009754811494858951
13,13,11276758225123611186176531017054672798,0.0005272871078302136
13,14,82085462595009636986098314789328342415,0.0005272871078302136
13,15,42541032320664952559068936486635517526,0.0007909306617453203
13,16,205408728163409594288857495117244268015,0.014236751911415766
